clave,clave_ent,nom_ent,mun,pop,icu,beds,cve_sun,nom_sun
20569,20,Oaxaca,Santa Inés de Zaragoza,1672,0,0,NA,NA
20570,20,Oaxaca,Zimatlán de Álvarez,20892,0,0,NA,NA
21001,21,Puebla,Acajete,69076,0,37,M21.01,Puebla-Tlaxcala
21002,21,Puebla,Acateno,9700,0,0,NA,NA
21003,21,Puebla,Acatlán,37718,3,130,NA,NA
21004,21,Puebla,Acatzingo,62477,0,106,NA,NA
21005,21,Puebla,Acteopan,3132,0,0,NA,NA
21006,21,Puebla,Ahuacatlán,16753,0,13,NA,NA
21007,21,Puebla,Ahuatlán,3428,0,0,NA,NA
21008,21,Puebla,Ahuazotepec,12082,0,0,NA,NA
21009,21,Puebla,Ahuehuetitla,1893,0,0,NA,NA
21010,21,Puebla,Ajalpan,70090,0,14,NA,NA
21011,21,Puebla,Albino Zertuche,1907,0,0,NA,NA
21012,21,Puebla,Aljojuca,6920,0,0,NA,NA
21013,21,Puebla,Altepexi,22578,0,6,NA,NA
21014,21,Puebla,Amixtlán,5245,0,0,NA,NA
21015,21,Puebla,Amozoc,125961,0,29,M21.01,Puebla-Tlaxcala
21016,21,Puebla,Aquixtla,9196,0,0,NA,NA
21017,21,Puebla,Atempan,30052,0,6,NA,NA
21018,21,Puebla,Atexcal,4005,0,0,NA,NA
21019,21,Puebla,Atlixco,143903,3,251,NA,NA
21020,21,Puebla,Atoyatempan,7418,0,5,NA,NA
21021,21,Puebla,Atzala,1390,0,0,NA,NA
21022,21,Puebla,Atzitzihuacán,12950,0,0,NA,NA
21023,21,Puebla,Atzitzintla,9727,0,0,NA,NA
21024,21,Puebla,Axutla,981,0,0,NA,NA
21025,21,Puebla,Ayotoxco de Guerrero,9105,0,14,NA,NA
21026,21,Puebla,Calpan,15345,0,0,NA,NA
21027,21,Puebla,Caltepec,4148,0,0,NA,NA
21028,21,Puebla,Camocuautla,2789,0,0,NA,NA
21029,21,Puebla,Caxhuacan,3932,0,0,NA,NA
21030,21,Puebla,Coatepec,795,0,0,NA,NA
21031,21,Puebla,Coatzingo,3119,0,0,NA,NA
21032,21,Puebla,Cohetzala,1415,0,0,NA,NA
21033,21,Puebla,Cohuecan,5174,0,0,NA,NA
21034,21,Puebla,Coronango,43151,0,0,M21.01,Puebla-Tlaxcala
21035,21,Puebla,Coxcatlán,21827,0,17,NA,NA
21036,21,Puebla,Coyomeapan,14840,0,0,NA,NA
21037,21,Puebla,Coyotepec,2449,0,0,NA,NA
21038,21,Puebla,Cuapiaxtla de Madero,10686,0,0,NA,NA
21039,21,Puebla,Cuautempan,9886,0,0,NA,NA
21040,21,Puebla,Cuautinchán,10918,0,0,NA,NA
21041,21,Puebla,Cuautlancingo,126781,0,0,M21.01,Puebla-Tlaxcala
21042,21,Puebla,Cuayuca de Andrade,3296,0,0,NA,NA
21043,21,Puebla,Cuetzalan del Progreso,51238,0,44,NA,NA
21044,21,Puebla,Cuyoaco,16688,0,10,NA,NA
21045,21,Puebla,Chalchicomula de Sesma,50167,0,51,NA,NA
21046,21,Puebla,Chapulco,8254,0,0,NA,NA
21047,21,Puebla,Chiautla,21127,0,11,NA,NA
21048,21,Puebla,Chiautzingo,21492,0,6,M21.01,Puebla-Tlaxcala
21049,21,Puebla,Chiconcuautla,17625,0,0,NA,NA
21050,21,Puebla,Chichiquila,27408,0,0,NA,NA
21051,21,Puebla,Chietla,36514,0,9,NA,NA
21052,21,Puebla,Chigmecatitlán,1259,0,0,NA,NA
21053,21,Puebla,Chignahuapan,66338,0,26,NA,NA
21054,21,Puebla,Chignautla,36244,0,4,M21.03,Teziutlán
21055,21,Puebla,Chila,4862,0,0,NA,NA
21056,21,Puebla,Chila de la Sal,1498,0,0,NA,NA
21057,21,Puebla,Honey,8363,0,0,NA,NA
21058,21,Puebla,Chilchotla,20984,0,0,NA,NA
21059,21,Puebla,Chinantla,2408,0,0,NA,NA
21060,21,Puebla,Domingo Arenas,7936,0,0,M21.01,Puebla-Tlaxcala
21061,21,Puebla,Eloxochitlán,13471,0,0,NA,NA
21062,21,Puebla,Epatlán,5100,0,0,NA,NA
21063,21,Puebla,Esperanza,15794,0,3,NA,NA
21064,21,Puebla,Francisco Z. Mena,17984,0,0,NA,NA
21065,21,Puebla,General Felipe Ángeles,21893,0,3,NA,NA
21066,21,Puebla,Guadalupe,6121,0,0,NA,NA
21067,21,Puebla,Guadalupe Victoria,18052,0,31,NA,NA
21068,21,Puebla,Hermenegildo Galeana,8157,0,0,NA,NA
21069,21,Puebla,Huaquechula,26310,0,4,NA,NA
21070,21,Puebla,Huatlatlauca,6848,0,0,NA,NA
21071,21,Puebla,Huauchinango,111389,0,123,NA,NA
21072,21,Puebla,Huehuetla,19663,0,13,NA,NA
21073,21,Puebla,Huehuetlán el Chico,8989,0,0,NA,NA
21074,21,Puebla,Huejotzingo,78403,0,89,M21.01,Puebla-Tlaxcala
21075,21,Puebla,Hueyapan,13559,0,0,NA,NA
21076,21,Puebla,Hueytamalco,27794,0,12,NA,NA
21077,21,Puebla,Hueytlalpan,5785,0,0,NA,NA
21078,21,Puebla,Huitzilan de Serdán,15926,0,0,NA,NA
21079,21,Puebla,Huitziltepec,5807,0,0,NA,NA
21080,21,Puebla,Atlequizayan,2817,0,0,NA,NA
21081,21,Puebla,Ixcamilpa de Guerrero,3798,0,0,NA,NA
21082,21,Puebla,Ixcaquixtla,9411,0,13,NA,NA
21083,21,Puebla,Ixtacamaxtitlán,25772,0,13,NA,NA
21084,21,Puebla,Ixtepec,7501,0,11,NA,NA
21085,21,Puebla,Izúcar de Matamoros,82453,4,126,NA,NA
21086,21,Puebla,Jalpan,12830,0,0,NA,NA
21087,21,Puebla,Jolalpan,13814,0,0,NA,NA
21088,21,Puebla,Jonotla,4833,0,2,NA,NA
21089,21,Puebla,Jopala,13788,0,0,NA,NA
21090,21,Puebla,Juan C. Bonilla,22555,0,0,M21.01,Puebla-Tlaxcala
21091,21,Puebla,Juan Galindo,11422,0,10,NA,NA
21092,21,Puebla,Juan N. Méndez,5578,0,0,NA,NA
21093,21,Puebla,Lafragua,8243,0,0,NA,NA
21094,21,Puebla,Libres,36010,0,39,NA,NA
21095,21,Puebla,La Magdalena Tlatlauquitepec,594,0,0,NA,NA
21096,21,Puebla,Mazapiltepec de Juárez,3005,0,0,NA,NA
21097,21,Puebla,Mixtla,2501,0,0,NA,NA
21098,21,Puebla,Molcaxac,6574,0,4,NA,NA
21099,21,Puebla,Cañada Morelos,20442,0,0,NA,NA
21100,21,Puebla,Naupan,10494,0,0,NA,NA
21101,21,Puebla,Nauzontla,3644,0,0,NA,NA
21102,21,Puebla,Nealtican,13190,0,0,NA,NA
21103,21,Puebla,Nicolás Bravo,6672,0,8,NA,NA
21104,21,Puebla,Nopalucan,33027,0,0,NA,NA
21105,21,Puebla,Ocotepec,5066,0,0,NA,NA
21106,21,Puebla,Ocoyucan,29976,0,0,M21.01,Puebla-Tlaxcala
21107,21,Puebla,Olintla,12372,0,0,NA,NA
21108,21,Puebla,Oriental,19352,0,4,NA,NA
21109,21,Puebla,Pahuatlán,23302,0,26,NA,NA
21110,21,Puebla,Palmar de Bravo,48935,0,37,NA,NA
21111,21,Puebla,Pantepec,19514,0,13,NA,NA
21112,21,Puebla,Petlalcingo,10239,0,0,NA,NA
21113,21,Puebla,Piaxtla,4631,0,0,NA,NA
21114,21,Puebla,Puebla,1698509,111,4016,M21.01,Puebla-Tlaxcala
21115,21,Puebla,Quecholac,54012,0,8,NA,NA
21116,21,Puebla,Quimixtlán,23329,0,12,NA,NA
21117,21,Puebla,Rafael Lara Grajales,14754,0,14,NA,NA
21118,21,Puebla,Los Reyes de Juárez,29171,0,16,NA,NA
21119,21,Puebla,San Andrés Cholula,154192,13,221,M21.01,Puebla-Tlaxcala
21120,21,Puebla,San Antonio Cañada,5871,0,0,NA,NA
21121,21,Puebla,San Diego la Mesa Tochimiltzingo,1267,0,0,NA,NA
21122,21,Puebla,San Felipe Teotlalcingo,11025,0,0,M21.01,Puebla-Tlaxcala
21123,21,Puebla,San Felipe Tepatlán,4143,0,0,NA,NA
21124,21,Puebla,San Gabriel Chilac,16701,0,0,NA,NA
21125,21,Puebla,San Gregorio Atzompa,9608,0,4,M21.01,Puebla-Tlaxcala
21126,21,Puebla,San Jerónimo Tecuanipan,6639,0,0,NA,NA
21127,21,Puebla,San Jerónimo Xayacatlán,3675,0,0,NA,NA
21128,21,Puebla,San José Chiapa,9309,0,12,NA,NA
21129,21,Puebla,San José Miahuatlán,14148,0,0,NA,NA
21130,21,Puebla,San Juan Atenco,3545,0,0,NA,NA
21131,21,Puebla,San Juan Atzompa,939,0,0,NA,NA
21132,21,Puebla,San Martín Texmelucan,162438,0,181,M21.01,Puebla-Tlaxcala
21133,21,Puebla,San Martín Totoltepec,674,0,0,NA,NA
21134,21,Puebla,San Matías Tlalancaleca,21644,0,0,NA,NA
21135,21,Puebla,San Miguel Ixitlán,537,0,0,NA,NA
21136,21,Puebla,San Miguel Xoxtla,13310,0,0,M21.01,Puebla-Tlaxcala
21137,21,Puebla,San Nicolás Buenos Aires,10491,0,0,NA,NA
21138,21,Puebla,San Nicolás de los Ranchos,12430,0,0,NA,NA
21139,21,Puebla,San Pablo Anicano,3778,0,0,NA,NA
21140,21,Puebla,San Pedro Cholula,139635,0,86,M21.01,Puebla-Tlaxcala
21141,21,Puebla,San Pedro Yeloixtlahuaca,3520,0,0,NA,NA
21142,21,Puebla,San Salvador el Seco,32230,0,14,NA,NA
21143,21,Puebla,San Salvador el Verde,33443,0,0,M21.01,Puebla-Tlaxcala
21144,21,Puebla,San Salvador Huixcolotla,15860,0,8,NA,NA
21145,21,Puebla,San Sebastián Tlacotepec,14734,0,14,NA,NA
21146,21,Puebla,Santa Catarina Tlaltempan,853,0,0,NA,NA
21147,21,Puebla,Santa Inés Ahuatempan,6712,0,0,NA,NA
21148,21,Puebla,Santa Isabel Cholula,9425,0,0,NA,NA
21149,21,Puebla,Santiago Miahuatlán,27176,0,0,M21.02,Tehuacán
21150,21,Puebla,Huehuetlán el Grande,7648,0,0,NA,NA
21151,21,Puebla,Santo Tomás Hueyotlipan,9100,0,0,NA,NA
21152,21,Puebla,Soltepec,13062,0,0,NA,NA
21153,21,Puebla,Tecali de Herrera,23518,0,0,NA,NA
21154,21,Puebla,Tecamachalco,81930,0,106,NA,NA
21155,21,Puebla,Tecomatlán,6052,0,23,NA,NA
21156,21,Puebla,Tehuacán,339077,9,393,M21.02,Tehuacán
21157,21,Puebla,Tehuitzingo,11865,0,0,NA,NA
21158,21,Puebla,Tenampulco,7527,0,6,NA,NA
21159,21,Puebla,Teopantlán,3938,0,0,NA,NA
21160,21,Puebla,Teotlalco,3336,0,0,NA,NA
21161,21,Puebla,Tepanco de López,21821,0,0,NA,NA
21162,21,Puebla,Tepango de Rodríguez,4349,0,0,NA,NA
21163,21,Puebla,Tepatlaxco de Hidalgo,18470,0,0,M21.01,Puebla-Tlaxcala
21164,21,Puebla,Tepeaca,85594,0,160,NA,NA
21165,21,Puebla,Tepemaxalco,1158,0,0,NA,NA
21166,21,Puebla,Tepeojuma,9003,0,4,NA,NA
21167,21,Puebla,Tepetzintla,12058,0,0,NA,NA
21168,21,Puebla,Tepexco,7196,0,0,NA,NA
21169,21,Puebla,Tepexi de Rodríguez,22408,0,12,NA,NA
21170,21,Puebla,Tepeyahualco,18007,0,0,NA,NA
21171,21,Puebla,Tepeyahualco de Cuauhtémoc,3794,0,0,NA,NA
21172,21,Puebla,Tetela de Ocampo,29767,0,29,NA,NA
21173,21,Puebla,Teteles de Ávila Castillo,6283,0,0,NA,NA
21174,21,Puebla,Teziutlán,104906,8,281,M21.03,Teziutlán
21175,21,Puebla,Tianguismanalco,13396,0,5,NA,NA
21176,21,Puebla,Tilapa,9094,0,0,NA,NA
21177,21,Puebla,Tlacotepec de Benito Juárez,55208,0,37,NA,NA
21178,21,Puebla,Tlacuilotepec,17687,0,0,NA,NA
21179,21,Puebla,Tlachichuca,30963,0,9,NA,NA
21180,21,Puebla,Tlahuapan,42437,0,0,NA,NA
21181,21,Puebla,Tlaltenango,7485,0,0,M21.01,Puebla-Tlaxcala
21182,21,Puebla,Tlanepantla,5299,0,0,NA,NA
21183,21,Puebla,Tlaola,21336,0,13,NA,NA
21184,21,Puebla,Tlapacoya,6860,0,0,NA,NA
21185,21,Puebla,Tlapanalá,8960,0,0,NA,NA
21186,21,Puebla,Tlatlauquitepec,57203,0,50,NA,NA
21187,21,Puebla,Tlaxco,5665,0,0,NA,NA
21188,21,Puebla,Tochimilco,18990,0,10,NA,NA
21189,21,Puebla,Tochtepec,22451,0,0,NA,NA
21190,21,Puebla,Totoltepec de Guerrero,1283,0,0,NA,NA
21191,21,Puebla,Tulcingo,9993,0,12,NA,NA
21192,21,Puebla,Tuzamapan de Galeana,6767,0,0,NA,NA
21193,21,Puebla,Tzicatlacoyan,7427,0,0,NA,NA
21194,21,Puebla,Venustiano Carranza,31183,0,16,NA,NA
21195,21,Puebla,Vicente Guerrero,25910,0,14,NA,NA
21196,21,Puebla,Xayacatlán de Bravo,1665,0,0,NA,NA
21197,21,Puebla,Xicotepec,86069,0,103,NA,NA
21198,21,Puebla,Xicotlán,1276,0,0,NA,NA
21199,21,Puebla,Xiutetelco,42668,0,4,NA,NA
21200,21,Puebla,Xochiapulco,3624,0,0,NA,NA
21201,21,Puebla,Xochiltepec,3496,0,0,NA,NA
21202,21,Puebla,Xochitlán de Vicente Suárez,13403,0,0,NA,NA
21203,21,Puebla,Xochitlán Todos Santos,6819,0,0,NA,NA
21204,21,Puebla,Yaonáhuac,8478,0,0,NA,NA
21205,21,Puebla,Yehualtepec,26450,0,0,NA,NA
21206,21,Puebla,Zacapala,4666,0,12,NA,NA
21207,21,Puebla,Zacapoaxtla,58800,0,47,NA,NA
21208,21,Puebla,Zacatlán,87692,0,63,NA,NA
21209,21,Puebla,Zapotitlán,8979,0,0,NA,NA
21210,21,Puebla,Zapotitlán de Méndez,5936,0,12,NA,NA
21211,21,Puebla,Zaragoza,17284,0,10,NA,NA
21212,21,Puebla,Zautla,20226,0,0,NA,NA
21213,21,Puebla,Zihuateutla,14075,0,0,NA,NA
21214,21,Puebla,Zinacatepec,18089,0,14,NA,NA
21215,21,Puebla,Zongozotla,5240,0,0,NA,NA
21216,21,Puebla,Zoquiapan,2583,0,0,NA,NA
21217,21,Puebla,Zoquitlán,19699,0,11,NA,NA
22001,22,Querétaro,Amealco de Bonfil,68441,0,24,NA,NA
22002,22,Querétaro,Pinal de Amoles,28189,0,0,NA,NA
22003,22,Querétaro,Arroyo Seco,14789,0,0,NA,NA
22004,22,Querétaro,Cadereyta de Montes,76829,0,80,NA,NA
22005,22,Querétaro,Colón,69112,0,0,NA,NA
22006,22,Querétaro,Corregidora,208076,0,77,M22.01,Querétaro
22007,22,Querétaro,Ezequiel Montes,45877,0,12,NA,NA
22008,22,Querétaro,Huimilpan,42305,0,0,M22.01,Querétaro
22009,22,Querétaro,Jalpan de Serra,29625,0,40,NA,NA
22010,22,Querétaro,Landa de Matamoros,20313,0,0,NA,NA
22011,22,Querétaro,El Marqués,178672,0,268,M22.01,Querétaro
22012,22,Querétaro,Pedro Escobedo,76411,0,4,NA,NA
22013,22,Querétaro,Peñamiller,21988,0,0,NA,NA
22014,22,Querétaro,Querétaro,976939,50,1283,M22.01,Querétaro
22015,22,Querétaro,San Joaquín,10323,0,0,NA,NA
22016,22,Querétaro,San Juan del Río,301541,3,343,NA,NA
22017,22,Querétaro,Tequisquiapan,78742,0,59,NA,NA
22018,22,Querétaro,Tolimán,31465,0,0,NA,NA
23001,23,Quintana Roo,Cozumel,101106,0,82,NA,NA
23002,23,Quintana Roo,Felipe Carrillo Puerto,93104,0,30,NA,NA
23003,23,Quintana Roo,Isla Mujeres,23070,0,33,M23.01,Cancún
23004,23,Quintana Roo,Othón P. Blanco,265298,5,317,M23.02,Chetumal
23005,23,Quintana Roo,Benito Juárez,844698,40,696,M23.01,Cancún
23006,23,Quintana Roo,José María Morelos,42799,0,16,NA,NA
23007,23,Quintana Roo,Lázaro Cárdenas,31385,0,7,NA,NA
23008,23,Quintana Roo,Solidaridad,239850,13,202,NA,NA
23009,23,Quintana Roo,Tulum,36866,0,12,NA,NA
23010,23,Quintana Roo,Bacalar,45083,0,14,NA,NA
24001,24,San Luis Potosí,Ahualulco,19020,0,0,NA,NA
24002,24,San Luis Potosí,Alaquines,8682,0,0,NA,NA
24003,24,San Luis Potosí,Aquismón,50884,0,12,NA,NA
24004,24,San Luis Potosí,Armadillo de los Infante,4313,0,0,NA,NA
24005,24,San Luis Potosí,Cárdenas,19719,0,0,NA,NA
24006,24,San Luis Potosí,Catorce,10209,0,0,NA,NA
24007,24,San Luis Potosí,Cedral,20098,0,0,NA,NA
24008,24,San Luis Potosí,Cerritos,22722,0,35,NA,NA
24009,24,San Luis Potosí,Cerro de San Pedro,4762,0,0,NA,NA
24010,24,San Luis Potosí,Ciudad del Maíz,35725,0,12,NA,NA
24011,24,San Luis Potosí,Ciudad Fernández,47527,0,0,M24.01,Rioverde
24012,24,San Luis Potosí,Tancanhuitz,21674,0,0,NA,NA
24013,24,San Luis Potosí,Ciudad Valles,187772,16,292,NA,NA
24014,24,San Luis Potosí,Coxcatlán,16224,0,0,NA,NA
24015,24,San Luis Potosí,Charcas,21918,0,25,NA,NA
24016,24,San Luis Potosí,Ebano,45721,0,16,NA,NA
24017,24,San Luis Potosí,Guadalcázar,27705,0,0,NA,NA
24018,24,San Luis Potosí,Huehuetlán,16719,0,0,NA,NA
24019,24,San Luis Potosí,Lagunillas,5775,0,0,NA,NA
24020,24,San Luis Potosí,Matehuala,104218,0,126,NA,NA
24021,24,San Luis Potosí,Mexquitic de Carmona,59381,0,0,NA,NA
24022,24,San Luis Potosí,Moctezuma,20338,0,0,NA,NA
24023,24,San Luis Potosí,Rayón,16295,0,0,NA,NA
24024,24,San Luis Potosí,Rioverde,98982,0,82,M24.01,Rioverde
24025,24,San Luis Potosí,Salinas,33222,0,12,NA,NA
24026,24,San Luis Potosí,San Antonio,9765,0,0,NA,NA
24027,24,San Luis Potosí,San Ciro de Acosta,10793,0,0,NA,NA
24028,24,San Luis Potosí,San Luis Potosí,870578,45,1894,M24.02,San Luis Potosí
24029,24,San Luis Potosí,San Martín Chalchicuautla,22089,0,0,NA,NA
24030,24,San Luis Potosí,San Nicolás Tolentino,5396,0,0,NA,NA
24031,24,San Luis Potosí,Santa Catarina,12287,0,0,NA,NA
24032,24,San Luis Potosí,Santa María del Río,41789,0,0,NA,NA
24033,24,San Luis Potosí,Santo Domingo,12592,0,0,NA,NA
24034,24,San Luis Potosí,San Vicente Tancuayalab,15504,0,0,NA,NA
24035,24,San Luis Potosí,Soledad de Graciano Sánchez,328949,9,186,M24.02,San Luis Potosí
24036,24,San Luis Potosí,Tamasopo,31591,0,0,NA,NA
24037,24,San Luis Potosí,Tamazunchale,100187,0,77,NA,NA
24038,24,San Luis Potosí,Tampacán,16172,0,0,NA,NA
24039,24,San Luis Potosí,Tampamolón Corona,16069,0,5,NA,NA
24040,24,San Luis Potosí,Tamuín,40732,0,13,NA,NA
24041,24,San Luis Potosí,Tanlajás,20596,0,0,NA,NA
24042,24,San Luis Potosí,Tanquián de Escobedo,15866,0,0,NA,NA
24043,24,San Luis Potosí,Tierra Nueva,9596,0,0,NA,NA
24044,24,San Luis Potosí,Vanegas,8032,0,0,NA,NA
24045,24,San Luis Potosí,Venado,15226,0,0,NA,NA
24046,24,San Luis Potosí,Villa de Arriaga,18602,0,0,NA,NA
24047,24,San Luis Potosí,Villa de Guadalupe,10198,0,0,NA,NA
24048,24,San Luis Potosí,Villa de la Paz,5600,0,0,NA,NA
24049,24,San Luis Potosí,Villa de Ramos,39037,0,24,NA,NA
24050,24,San Luis Potosí,Villa de Reyes,51531,0,0,NA,NA
24051,24,San Luis Potosí,Villa Hidalgo,15552,0,6,NA,NA
24052,24,San Luis Potosí,Villa Juárez,10605,0,0,NA,NA
24053,24,San Luis Potosí,Axtla de Terrazas,38871,0,44,NA,NA
24054,24,San Luis Potosí,Xilitla,54251,0,12,NA,NA
24055,24,San Luis Potosí,Zaragoza,27163,0,0,M24.02,San Luis Potosí
24056,24,San Luis Potosí,Villa de Arista,16056,0,12,NA,NA
24057,24,San Luis Potosí,Matlapa,32154,0,0,NA,NA
24058,24,San Luis Potosí,El Naranjo,23108,0,5,NA,NA
25001,25,Sinaloa,Ahome,480654,13,510,NA,NA
25002,25,Sinaloa,Angostura,50579,0,23,NA,NA
25003,25,Sinaloa,Badiraguato,32022,0,24,NA,NA
25004,25,Sinaloa,Concordia,29379,0,22,NA,NA
25005,25,Sinaloa,Cosalá,17211,0,25,NA,NA
25006,25,Sinaloa,Culiacán,962871,71,1479,M25.01,Culiacán
25007,25,Sinaloa,Choix,34547,0,13,NA,NA
25008,25,Sinaloa,Elota,59057,0,40,NA,NA
25009,25,Sinaloa,Escuinapa,62697,0,79,NA,NA
25010,25,Sinaloa,El Fuerte,108251,0,33,NA,NA
25011,25,Sinaloa,Guasave,316217,0,230,NA,NA
25012,25,Sinaloa,Mazatlán,533733,20,856,M25.02,Mazatlán
25013,25,Sinaloa,Mocorito,48313,0,12,NA,NA
25014,25,Sinaloa,Rosario,56992,0,33,NA,NA
25015,25,Sinaloa,Salvador Alvarado,86932,0,96,NA,NA
25016,25,Sinaloa,San Ignacio,22273,0,25,NA,NA
25017,25,Sinaloa,Sinaloa,94901,0,15,NA,NA
25018,25,Sinaloa,Navolato,160045,0,56,NA,NA
26001,26,Sonora,Aconchi,3025,0,0,NA,NA
26002,26,Sonora,Agua Prieta,88530,0,103,NA,NA
26003,26,Sonora,Alamos,27922,0,29,NA,NA
26004,26,Sonora,Altar,10309,0,0,NA,NA
26005,26,Sonora,Arivechi,1284,0,0,NA,NA
26006,26,Sonora,Arizpe,2958,0,0,NA,NA
26007,26,Sonora,Atil,638,0,0,NA,NA
26008,26,Sonora,Bacadéhuachi,1220,0,0,NA,NA
26009,26,Sonora,Bacanora,862,0,0,NA,NA
26010,26,Sonora,Bacerac,1537,0,0,NA,NA
26011,26,Sonora,Bacoachi,1736,0,0,NA,NA
26012,26,Sonora,Bácum,24900,0,7,NA,NA
26013,26,Sonora,Banámichi,1797,0,0,NA,NA
26014,26,Sonora,Baviácora,3676,0,0,NA,NA
26015,26,Sonora,Bavispe,1629,0,0,NA,NA
26016,26,Sonora,Benjamín Hill,5580,0,7,NA,NA
26017,26,Sonora,Caborca,92177,0,108,NA,NA
26018,26,Sonora,Cajeme,468994,49,724,NA,NA
26019,26,Sonora,Cananea,38103,0,106,NA,NA
26020,26,Sonora,Carbó,5305,0,0,NA,NA
26021,26,Sonora,La Colorada,2122,0,0,NA,NA
26022,26,Sonora,Cucurpe,1066,0,0,NA,NA
26023,26,Sonora,Cumpas,6755,0,0,NA,NA
26024,26,Sonora,Divisaderos,817,0,0,NA,NA
26025,26,Sonora,Empalme,60631,0,20,M26.01,Guaymas
26026,26,Sonora,Etchojoa,66633,0,0,NA,NA
26027,26,Sonora,Fronteras,9356,0,0,NA,NA
26028,26,Sonora,Granados,1170,0,0,NA,NA
26029,26,Sonora,Guaymas,171035,0,200,M26.01,Guaymas
26030,26,Sonora,Hermosillo,946054,56,1452,M26.02,Hermosillo
26031,26,Sonora,Huachinera,1411,0,0,NA,NA
26032,26,Sonora,Huásabas,990,0,0,NA,NA
26033,26,Sonora,Huatabampo,86918,0,81,NA,NA
26034,26,Sonora,Huépac,1091,0,0,NA,NA
26035,26,Sonora,Imuris,13843,0,0,NA,NA
26036,26,Sonora,Magdalena,33896,0,65,NA,NA
26037,26,Sonora,Mazatán,1324,0,0,NA,NA
26038,26,Sonora,Moctezuma,5400,0,17,NA,NA
26039,26,Sonora,Naco,6756,0,0,NA,NA
26040,26,Sonora,Nácori Chico,2172,0,0,NA,NA
26041,26,Sonora,Nacozari de García,14231,0,18,NA,NA
26042,26,Sonora,Navojoa,177079,0,149,NA,NA
26043,26,Sonora,Nogales,253486,0,389,M26.03,Nogales
26044,26,Sonora,Onavas,493,0,0,NA,NA
26045,26,Sonora,Opodepe,2949,0,0,NA,NA
26046,26,Sonora,Oquitoa,432,0,0,NA,NA
26047,26,Sonora,Pitiquito,10159,0,6,NA,NA
26048,26,Sonora,Puerto Peñasco,72279,0,33,NA,NA
26049,26,Sonora,Quiriego,3120,0,0,NA,NA
26050,26,Sonora,Rayón,1653,0,0,NA,NA
26051,26,Sonora,Rosario,5488,0,0,NA,NA
26052,26,Sonora,Sahuaripa,6122,0,0,NA,NA
26053,26,Sonora,San Felipe de Jesús,449,0,0,NA,NA
26054,26,Sonora,San Javier,679,0,0,NA,NA
26055,26,Sonora,San Luis Río Colorado,206982,0,125,NA,NA
26056,26,Sonora,San Miguel de Horcasitas,10070,0,0,NA,NA
26057,26,Sonora,San Pedro de la Cueva,1648,0,0,NA,NA
26058,26,Sonora,Santa Ana,17813,0,6,NA,NA
26059,26,Sonora,Santa Cruz,2031,0,0,NA,NA
26060,26,Sonora,Sáric,1736,0,0,NA,NA
26061,26,Sonora,Soyopa,1474,0,0,NA,NA
26062,26,Sonora,Suaqui Grande,1222,0,0,NA,NA
26063,26,Sonora,Tepache,1515,0,0,NA,NA
26064,26,Sonora,Trincheras,1763,0,0,NA,NA
26065,26,Sonora,Tubutama,1329,0,0,NA,NA
26066,26,Sonora,Ures,9577,0,15,NA,NA
26067,26,Sonora,Villa Hidalgo,1693,0,0,NA,NA
26068,26,Sonora,Villa Pesqueira,1263,0,0,NA,NA
26069,26,Sonora,Yécora,6387,0,0,NA,NA
26070,26,Sonora,General Plutarco Elías Calles,18481,0,0,NA,NA
26071,26,Sonora,Benito Juárez,23843,0,0,NA,NA
26072,26,Sonora,San Ignacio Río Muerto,15677,0,0,NA,NA
27001,27,Tabasco,Balancán,64346,0,35,NA,NA
27002,27,Tabasco,Cárdenas,276096,0,153,NA,NA
27003,27,Tabasco,Centla,117902,1,36,NA,NA
27004,27,Tabasco,Centro,739611,61,1257,M27.01,Villahermosa
27005,27,Tabasco,Comalcalco,217559,0,131,NA,NA
27006,27,Tabasco,Cunduacán,148165,0,60,NA,NA
27007,27,Tabasco,Emiliano Zapata,32992,0,44,NA,NA
27008,27,Tabasco,Huimanguillo,200660,0,62,NA,NA
27009,27,Tabasco,Jalapa,41267,0,12,NA,NA
27010,27,Tabasco,Jalpa de Méndez,94252,0,16,NA,NA
27011,27,Tabasco,Jonuta,32829,0,12,NA,NA
27012,27,Tabasco,Macuspana,177047,0,89,NA,NA
27013,27,Tabasco,Nacajuca,149256,0,11,M27.01,Villahermosa
27014,27,Tabasco,Paraíso,101901,0,29,NA,NA
27015,27,Tabasco,Tacotalpa,52105,0,15,NA,NA
27016,27,Tabasco,Teapa,62448,0,30,NA,NA
27017,27,Tabasco,Tenosique,63851,0,27,NA,NA
28001,28,Tamaulipas,Abasolo,12768,0,12,NA,NA
28002,28,Tamaulipas,Aldama,30886,0,13,NA,NA
28003,28,Tamaulipas,Altamira,255602,5,42,M28.05,Tampico
28004,28,Tamaulipas,Antiguo Morelos,10384,0,0,NA,NA
28005,28,Tamaulipas,Burgos,4735,0,0,NA,NA
28006,28,Tamaulipas,Bustamante,8446,0,0,NA,NA
28007,28,Tamaulipas,Camargo,16332,0,21,NA,NA
28008,28,Tamaulipas,Casas,4410,0,0,NA,NA
28009,28,Tamaulipas,Ciudad Madero,223413,22,474,M28.05,Tampico
28010,28,Tamaulipas,Cruillas,1998,0,0,NA,NA
28011,28,Tamaulipas,Gómez Farías,9689,0,0,NA,NA
28012,28,Tamaulipas,González,46374,0,0,NA,NA
